iterations,reward,runnnigTime
2,5.0,0.015237092971801758
2,1.0,0.01720571517944336
2,1.0,0.01770806312561035
2,5.0,0.016874313354492188
2,0.5,0.023457765579223633
1002,969.0,6.83972954750061
2,1.0,0.01756453514099121
2,1.0,0.010195493698120117
2,1.0,0.022795915603637695
2,5.0,0.01810932159423828
2,1.0,0.018545866012573242
2,0.5,0.013335704803466797
2,1.0,0.025207996368408203
2,0.5,0.019763708114624023
2,1.0,0.015692949295043945
2,0.5,0.022037029266357422
2,0.5,0.014332771301269531
2,0.5,0.017598628997802734
2,5.0,0.015590190887451172
2,0.5,0.020064830780029297
2,1.0,0.020093917846679688
2,1.0,0.008943796157836914
2,0.5,0.009927988052368164
2,0.5,0.01068568229675293
2,1.0,0.015775203704833984
2,5.0,0.017970800399780273
2,0.5,0.012996673583984375
2,0.5,0.01674342155456543
2,5.0,0.018172502517700195
2,1.0,0.014890432357788086
2,0.5,0.0075953006744384766
2,0.5,0.01623058319091797
2,5.0,0.020276546478271484
2,0.5,0.01671886444091797
2,5.0,0.019466161727905273
2,1.0,0.0143280029296875
2,5.0,0.015671253204345703
2,1.0,0.016146421432495117
2,0.5,0.014592647552490234
2,5.0,0.014397859573364258
2,0.5,0.009786844253540039
2,5.0,0.01849651336669922
2,5.0,0.016613006591796875
2,1.0,0.022894620895385742
2,0.5,0.009040594100952148
2,5.0,0.012732744216918945
2,5.0,0.010802984237670898
2,5.0,0.020795583724975586
2,5.0,0.008772134780883789
2,5.0,0.01482391357421875
2,5.0,0.015874385833740234
2,5.0,0.017369747161865234
2,5.0,0.023340940475463867
2,0.5,0.0070972442626953125
2,0.5,0.011513471603393555
2,0.5,0.010448455810546875
2,0.5,0.006246805191040039
2,0.5,0.016617298126220703
2,0.5,0.018222332000732422
2,1.0,0.0072057247161865234
2,1.0,0.007951736450195312
2,5.0,0.01758861541748047
2,5.0,0.018496990203857422
2,1.0,0.012884855270385742
2,5.0,0.018528223037719727
2,0.5,0.00801539421081543
2,5.0,0.012917280197143555
2,5.0,0.011174678802490234
2,1.0,0.01229095458984375
2,1.0,0.016620159149169922
2,1.0,0.012296199798583984
2,1.0,0.011013507843017578
2,5.0,0.017886877059936523
2,0.5,0.00882720947265625
2,1.0,0.043843984603881836
2,1.0,0.018707275390625
2,0.5,0.014154672622680664
2,5.0,0.01215362548828125
2,5.0,0.022631406784057617
2,0.5,0.016763687133789062
2,0.5,0.01662302017211914
2,0.5,0.009814977645874023
2,0.5,0.014294147491455078
2,0.5,0.012195110321044922
2,1.0,0.09032511711120605
2,0.5,0.013770818710327148
2,5.0,0.022545576095581055
2,0.5,0.011311054229736328
2,5.0,0.02225327491760254
2,5.0,0.009551763534545898
2,0.5,0.01486659049987793
2,5.0,0.01962423324584961
2,5.0,0.01732611656188965
2,1.0,0.1185615062713623
2,5.0,0.015380144119262695
2,0.5,0.012665748596191406
2,5.0,0.022194623947143555
2,1.0,0.010257959365844727
2,5.0,0.01827692985534668
2,5.0,0.01315617561340332
2,5.0,0.012283802032470703
2,1.0,0.42992591857910156
2,0.5,0.022707223892211914
2,1.0,0.17229676246643066
2,0.5,0.27577900886535645
2,5.0,0.019443035125732422
2,0.5,0.016806602478027344
2,1.0,0.15840744972229004
2,1.0,0.17520618438720703
2,5.0,0.017009973526000977
2,5.0,0.01767563819885254
2,5.0,0.024669408798217773
2,5.0,0.028259992599487305
2,5.0,0.01865983009338379
2,1.0,0.18129420280456543
2,5.0,0.018170833587646484
2,0.5,0.016037940979003906
2,5.0,0.02155280113220215
2,1.0,0.15122294425964355
2,5.0,0.020426034927368164
2,5.0,0.010936975479125977
2,1.0,0.014230489730834961
2,5.0,0.02243185043334961
2,0.5,0.017345190048217773
2,1.0,0.011387109756469727
2,5.0,0.00993800163269043
2,0.5,0.019366025924682617
2,0.5,0.019327878952026367
2,1.0,0.15352511405944824
2,0.5,0.014770746231079102
2,1.0,0.28505969047546387
2,5.0,0.015727758407592773
2,5.0,0.016864538192749023
2,5.0,0.010637760162353516
2,0.5,0.017627954483032227
2,1.0,0.13219475746154785
2,0.5,0.013561010360717773
2,0.5,0.015138387680053711
2,5.0,0.012072563171386719
2,1.0,0.06651043891906738
2,0.5,0.008355855941772461
2,0.5,0.010574579238891602
2,0.5,0.01028585433959961
2,0.5,0.011522293090820312
2,1.0,0.0810699462890625
2,1.0,0.03733468055725098
2,1.0,0.11884284019470215
2,5.0,0.02249288558959961
2,1.0,0.01672530174255371
2,0.5,0.01027059555053711
2,5.0,0.020789146423339844
115,92.5,5.912074327468872
2,1.0,0.04231762886047363
2,1.0,0.025235414505004883
2,1.0,0.023111820220947266
2,5.0,0.00928640365600586
2,1.0,0.08948254585266113
2,5.0,0.01709294319152832
2,0.5,0.018871784210205078
2,1.0,0.057811737060546875
2,0.5,0.010909080505371094
2,1.0,0.08339524269104004
2,0.5,0.009411096572875977
2,0.5,0.006942272186279297
2,1.0,0.3823111057281494
2,1.0,0.010387659072875977
2,1.0,0.04350018501281738
2,1.0,0.030339717864990234
2,0.5,0.009633064270019531
2,5.0,0.017389297485351562
2,0.5,0.019992589950561523
2,5.0,0.02864527702331543
2,0.5,0.01955890655517578
2,5.0,0.020360469818115234
2,1.0,0.10116243362426758
2,5.0,0.026271343231201172
2,5.0,0.021343708038330078
2,5.0,0.01335906982421875
2,1.0,0.03555440902709961
2,0.5,0.008479595184326172
2,1.0,0.018254518508911133
2,5.0,0.0189664363861084
2,1.0,0.016300439834594727
2,5.0,0.010738611221313477
2,5.0,0.018852710723876953
2,5.0,0.020733356475830078
2,5.0,0.020469188690185547
2,1.0,0.1825578212738037
2,5.0,0.01618218421936035
2,5.0,0.018341541290283203
2,5.0,0.011736154556274414
2,5.0,0.0165560245513916
2,0.5,0.01105499267578125
2,1.0,0.02555990219116211
2,5.0,0.009113550186157227
2,1.0,0.22776412963867188
2,5.0,0.023835182189941406
2,5.0,0.019473552703857422
2,1.0,0.1257154941558838
2,1.0,0.05776810646057129
2,0.5,0.011643648147583008
2,0.5,0.028039932250976562
2,0.5,0.018443584442138672
2,5.0,0.02676534652709961
2,0.5,0.01578974723815918
2,0.5,0.014164924621582031
2,1.0,0.12743020057678223
2,5.0,0.009474515914916992
2,0.5,0.016202449798583984
2,0.5,0.009756326675415039
2,5.0,0.018031597137451172
2,5.0,0.019001483917236328
2,0.5,0.01717829704284668
2,5.0,0.013942956924438477
2,5.0,0.016707658767700195
2,5.0,0.010841608047485352
2,0.5,0.016817808151245117
2,0.5,0.01283121109008789
2,0.5,0.01741504669189453
2,5.0,0.024019718170166016
2,5.0,0.011646032333374023
2,5.0,0.014168739318847656
2,5.0,0.019997835159301758
2,5.0,0.017218351364135742
2,1.0,0.015140056610107422
2,0.5,0.016521692276000977
2,5.0,0.010077476501464844
2,0.5,0.009474039077758789
2,5.0,0.013217926025390625
2,0.5,0.008862018585205078
2,0.5,0.017238616943359375
2,5.0,0.015370368957519531
2,5.0,0.014807462692260742
2,0.5,0.011281967163085938
2,5.0,0.014744758605957031
2,0.5,0.009721994400024414
2,0.5,0.012708425521850586
2,1.0,0.04970908164978027
2,5.0,0.009104013442993164
2,5.0,0.022894620895385742
2,0.5,0.008952140808105469
2,1.0,0.016675710678100586
2,1.0,0.04452991485595703
2,5.0,0.025048255920410156
2,5.0,0.013815164566040039
2,0.5,0.011820316314697266
2,5.0,0.010365962982177734
2,0.5,0.01491403579711914
2,0.5,0.011779308319091797
2,0.5,0.010509967803955078
2,0.5,0.023997783660888672
2,5.0,0.019170045852661133
2,0.5,0.020053863525390625
2,0.5,0.014294147491455078
2,0.5,0.008254051208496094
2,0.5,0.011529684066772461
2,0.5,0.02054619789123535
2,5.0,0.011785030364990234
2,5.0,0.0255584716796875
2,1.0,0.013571977615356445
2,0.5,0.028271913528442383
2,0.5,0.009913444519042969
2,0.5,0.014048576354980469
2,0.5,0.011246442794799805
2,0.5,0.017899274826049805
2,0.5,0.011429786682128906
2,5.0,0.00662994384765625
2,0.5,0.004511117935180664
2,0.5,0.0055925846099853516
2,0.5,0.011838436126708984
2,5.0,0.010343551635742188
2,0.5,0.014159202575683594
2,5.0,0.010123252868652344
2,5.0,0.01252126693725586
2,0.5,0.010053157806396484
2,5.0,0.018741369247436523
2,0.5,0.021468639373779297
2,0.5,0.009685993194580078
2,0.5,0.018805503845214844
2,5.0,0.01201176643371582
2,5.0,0.02120375633239746
2,0.5,0.009907245635986328
2,5.0,0.010912418365478516
2,5.0,0.012140035629272461
2,0.5,0.013840913772583008
2,5.0,0.017431974411010742
2,0.5,0.011026144027709961
2,0.5,0.015444517135620117
2,1.0,0.02130436897277832
2,0.5,0.0065593719482421875
2,0.5,0.006438255310058594
2,5.0,0.011600017547607422
2,0.5,0.009276390075683594
2,0.5,0.009411334991455078
2,5.0,0.02010321617126465
2,5.0,0.01554560661315918
2,0.5,0.013276100158691406
2,0.5,0.008804798126220703
2,0.5,0.007959365844726562
2,5.0,0.012132406234741211
2,0.5,0.011797189712524414
2,0.5,0.007061481475830078
2,5.0,0.016071081161499023
2,1.0,0.02927255630493164
2,5.0,0.011818170547485352
2,0.5,0.018846750259399414
2,0.5,0.007896184921264648
2,5.0,0.018228769302368164
2,0.5,0.01856064796447754
2,1.0,0.01931595802307129
2,5.0,0.01924419403076172
2,5.0,0.02225780487060547
2,0.5,0.010589361190795898
2,0.5,0.012575149536132812
2,0.5,0.014720916748046875
2,1.0,0.03338003158569336
2,0.5,0.018395662307739258
2,0.5,0.008554935455322266
2,0.5,0.013267993927001953
2,0.5,0.019768714904785156
2,0.5,0.016817331314086914
2,0.5,0.013529539108276367
2,5.0,0.012926340103149414
2,5.0,0.00860452651977539
2,1.0,0.024006128311157227
2,0.5,0.011031866073608398
2,0.5,0.010324239730834961
2,5.0,0.00899958610534668
2,0.5,0.01465296745300293
2,5.0,0.014862060546875
2,5.0,0.007270336151123047
2,5.0,0.007020711898803711
2,5.0,0.011461496353149414
2,1.0,0.15761947631835938
2,0.5,0.013286590576171875
2,5.0,0.009554147720336914
2,0.5,0.011962890625
2,1.0,0.0123748779296875
2,0.5,0.016962766647338867
2,5.0,0.018559694290161133
2,1.0,0.014988899230957031
2,0.5,0.016999483108520508
2,1.0,0.1868000030517578
2,1.0,0.010152339935302734
2,5.0,0.010285139083862305
2,0.5,0.00933694839477539
2,0.5,0.010644912719726562
2,0.5,0.010159730911254883
2,0.5,0.01902318000793457
2,5.0,0.016859769821166992
2,0.5,0.016523361206054688
2,0.5,0.0158233642578125
2,5.0,0.009390592575073242
2,5.0,0.014709711074829102
2,0.5,0.009861230850219727
2,5.0,0.009117364883422852
2,5.0,0.010415792465209961
2,0.5,0.011125564575195312
2,1.0,0.012244701385498047
2,0.5,0.011337995529174805
2,0.5,0.010674476623535156
2,5.0,0.022091150283813477
2,5.0,0.011959552764892578
2,0.5,0.0135650634765625
2,5.0,0.010888338088989258
2,0.5,0.01523590087890625
2,5.0,0.010502338409423828
2,1.0,0.011199474334716797
2,0.5,0.021599769592285156
2,5.0,0.017252683639526367
2,5.0,0.012794256210327148
2,5.0,0.012485980987548828
2,5.0,0.02061319351196289
2,0.5,0.008108139038085938
2,5.0,0.021049976348876953
2,1.0,0.009224891662597656
2,5.0,0.012817859649658203
2,0.5,0.01699066162109375
2,5.0,0.01122736930847168
2,0.5,0.009082555770874023
2,1.0,0.011733531951904297
2,5.0,0.024217844009399414
2,0.5,0.021464824676513672
2,5.0,0.021192073822021484
2,0.5,0.014751911163330078
2,5.0,0.010068893432617188
2,0.5,0.009196281433105469
2,0.5,0.010897397994995117
2,5.0,0.013823986053466797
2,5.0,0.0108184814453125
2,5.0,0.01719379425048828
2,0.5,0.01396632194519043
2,1.0,0.010013818740844727
2,1.0,0.01482391357421875
2,0.5,0.010681390762329102
2,5.0,0.018435001373291016
2,5.0,0.007578611373901367
2,1.0,0.00934147834777832
2,0.5,0.00986170768737793
2,1.0,0.008293390274047852
2,0.5,0.008278846740722656
2,0.5,0.015545129776000977
2,0.5,0.016017436981201172
2,0.5,0.008098602294921875
2,1.0,0.14345979690551758
2,0.5,0.0117034912109375
2,5.0,0.009130477905273438
2,0.5,0.009711742401123047
2,0.5,0.013195276260375977
2,5.0,0.020509004592895508
2,0.5,0.021211624145507812
2,0.5,0.011739015579223633
2,0.5,0.013852119445800781
2,5.0,0.012303352355957031
2,5.0,0.014900684356689453
2,1.0,0.23047161102294922
2,5.0,0.01286625862121582
2,5.0,0.010142087936401367
2,0.5,0.00871586799621582
2,0.5,0.015394210815429688
2,0.5,0.015522003173828125
2,5.0,0.012140274047851562
2,5.0,0.018682479858398438
2,5.0,0.020281314849853516
2,0.5,0.013949155807495117
2,0.5,0.010548591613769531
2,1.0,0.01274251937866211
2,0.5,0.008409738540649414
2,0.5,0.01573920249938965
2,0.5,0.01417231559753418
2,0.5,0.010900497436523438
2,5.0,0.019263744354248047
2,0.5,0.01100778579711914
2,1.0,0.01920485496520996
2,0.5,0.02045416831970215
2,0.5,0.018158912658691406
2,1.0,0.017492055892944336
2,1.0,0.2634899616241455
2,0.5,0.01350259780883789
2,5.0,0.024812936782836914
2,5.0,0.022093772888183594
2,0.5,0.013694524765014648
2,5.0,0.020771503448486328
2,0.5,0.023671627044677734
2,1.0,0.019669294357299805
2,0.5,0.010334491729736328
2,0.5,0.010089397430419922
2,1.0,0.13654112815856934
2,5.0,0.015384674072265625
2,0.5,0.015928983688354492
2,1.0,0.012563705444335938
2,0.5,0.012317419052124023
2,0.5,0.018897294998168945
2,5.0,0.010668277740478516
2,0.5,0.026996135711669922
2,0.5,0.022272825241088867
2,0.5,0.02137279510498047
2,0.5,0.011972904205322266
2,5.0,0.0194399356842041
2,0.5,0.021608591079711914
2,0.5,0.012166976928710938
2,1.0,0.13669919967651367
2,0.5,0.011976242065429688
2,0.5,0.015871047973632812
2,5.0,0.011692523956298828
2,0.5,0.014283418655395508
2,0.5,0.010483503341674805
2,0.5,0.020203113555908203
2,1.0,0.018160581588745117
2,0.5,0.012516975402832031
2,0.5,0.013755321502685547
2,5.0,0.014106988906860352
2,5.0,0.013412714004516602
2,0.5,0.010479927062988281
2,1.0,0.011497974395751953
2,0.5,0.021953582763671875
2,5.0,0.026669979095458984
2,5.0,0.027685880661010742
2,5.0,0.0201261043548584
2,0.5,0.0169677734375
2,5.0,0.014847755432128906
2,1.0,0.011695623397827148
2,5.0,0.015391111373901367
2,0.5,0.009507417678833008
2,5.0,0.02478337287902832
2,5.0,0.01591658592224121
2,0.5,0.01419377326965332
2,1.0,0.016399383544921875
2,0.5,0.011940717697143555
2,0.5,0.01002645492553711
2,5.0,0.011787652969360352
2,5.0,0.01053762435913086
2,0.5,0.008131265640258789
2,0.5,0.006493568420410156
2,5.0,0.009241819381713867
2,5.0,0.012064218521118164
2,5.0,0.012787103652954102
2,5.0,0.010062932968139648
2,5.0,0.017300128936767578
2,0.5,0.018049001693725586
2,5.0,0.016684532165527344
2,5.0,0.012902021408081055
2,0.5,0.01626753807067871
2,5.0,0.017054080963134766
2,1.0,0.014366626739501953
2,0.5,0.018482446670532227
2,5.0,0.013566017150878906
2,5.0,0.023398399353027344
2,0.5,0.013776779174804688
2,1.0,0.015322208404541016
2,5.0,0.02040886878967285
2,0.5,0.018564224243164062
2,5.0,0.018895626068115234
2,0.5,0.017977476119995117
2,5.0,0.016243696212768555
2,1.0,0.01229405403137207
2,0.5,0.023906946182250977
2,5.0,0.02848219871520996
2,5.0,0.029026031494140625
2,0.5,0.016661405563354492
2,1.0,0.01050114631652832
2,0.5,0.016196250915527344
2,5.0,0.023041725158691406
2,0.5,0.016639232635498047
2,5.0,0.016871929168701172
2,1.0,0.014550924301147461
2,0.5,0.017696857452392578
2,5.0,0.019771337509155273
2,0.5,0.010970830917358398
2,5.0,0.010597944259643555
2,0.5,0.012527704238891602
2,5.0,0.020743846893310547
2,5.0,0.018572568893432617
2,0.5,0.017332792282104492
2,1.0,0.013314008712768555
2,0.5,0.060511112213134766
2,0.5,0.019456148147583008
2,5.0,0.011872053146362305
2,5.0,0.016986608505249023
2,5.0,0.0169527530670166
2,5.0,0.019451379776000977
2,0.5,0.0182187557220459
2,5.0,0.01439809799194336
2,5.0,0.020222187042236328
2,0.5,0.02740192413330078
2,0.5,0.015254735946655273
2,1.0,0.011926412582397461
2,0.5,0.018532514572143555
2,0.5,0.011449575424194336
2,0.5,0.014094352722167969
2,5.0,0.014420032501220703
2,1.0,0.039922237396240234
2,1.0,0.11408591270446777
2,0.5,0.02141547203063965
2,5.0,0.02008986473083496
2,5.0,0.019045591354370117
2,1.0,0.014986038208007812
2,0.5,0.015069723129272461
2,0.5,0.019453048706054688
2,1.0,0.014424324035644531
2,5.0,0.012346506118774414
2,1.0,0.010196924209594727
2,1.0,0.010739326477050781
2,5.0,0.010835886001586914
2,0.5,0.009612560272216797
2,5.0,0.020148038864135742
2,1.0,0.010895013809204102
2,0.5,0.015247344970703125
2,5.0,0.01281595230102539
2,0.5,0.013097286224365234
2,0.5,0.020683765411376953
2,0.5,0.019374608993530273
2,0.5,0.01509547233581543
2,0.5,0.01327371597290039
2,1.0,0.018377304077148438
2,0.5,0.0206906795501709
2,1.0,0.2468280792236328
2,1.0,0.012382745742797852
2,0.5,0.009411811828613281
2,5.0,0.025328874588012695
2,1.0,0.01721024513244629
2,0.5,0.010289907455444336
2,0.5,0.016674280166625977
2,1.0,0.04584169387817383
2,0.5,0.011388778686523438
2,1.0,0.011452913284301758
2,1.0,0.19173765182495117
2,0.5,0.016316652297973633
2,5.0,0.01830458641052246
2,5.0,0.01496267318725586
2,0.5,0.009092330932617188
2,5.0,0.02079916000366211
2,0.5,0.016111373901367188
2,0.5,0.011400222778320312
2,1.0,0.01727914810180664
2,0.5,0.010926008224487305
2,5.0,0.014036417007446289
2,5.0,0.024332284927368164
2,1.0,0.013890266418457031
2,0.5,0.014064311981201172
2,5.0,0.014405250549316406
2,5.0,0.01958465576171875
2,0.5,0.01663064956665039
2,5.0,0.024251222610473633
2,0.5,0.016733407974243164
2,0.5,0.01618480682373047
2,0.5,0.01079559326171875
2,1.0,0.02318859100341797
2,1.0,0.01597762107849121
2,5.0,0.024113893508911133
2,5.0,0.021551847457885742
2,5.0,0.013527393341064453
2,5.0,0.009531021118164062
2,5.0,0.014724969863891602
2,1.0,0.009519577026367188
2,5.0,0.02426767349243164
2,5.0,0.015483856201171875
2,0.5,0.01144552230834961
2,5.0,0.013106584548950195
2,1.0,0.012382984161376953
2,5.0,0.013917922973632812
2,0.5,0.012084245681762695
2,0.5,0.00709223747253418
2,0.5,0.04191732406616211
2,5.0,0.05659317970275879
2,1.0,0.026052236557006836
2,5.0,0.009608030319213867
2,5.0,0.02056574821472168
2,0.5,0.008878707885742188
2,0.5,0.009979963302612305
2,0.5,0.009265661239624023
2,0.5,0.01831197738647461
2,5.0,0.014334917068481445
2,5.0,0.014482498168945312
2,5.0,0.015635013580322266
2,5.0,0.01956343650817871
2,0.5,0.012969732284545898
2,5.0,0.019547462463378906
2,0.5,0.024366140365600586
2,5.0,0.012448787689208984
2,5.0,0.015170574188232422
2,5.0,0.013796806335449219
2,5.0,0.022793292999267578
2,5.0,0.009757041931152344
2,0.5,0.0076754093170166016
2,5.0,0.015123844146728516
2,0.5,0.012419462203979492
2,5.0,0.01488494873046875
2,1.0,0.012481451034545898
2,0.5,0.009634256362915039
2,5.0,0.012796640396118164
2,5.0,0.02012467384338379
2,0.5,0.009331464767456055
2,5.0,0.013441085815429688
2,5.0,0.01413416862487793
2,1.0,0.009186983108520508
2,1.0,0.1335315704345703
2,5.0,0.014352560043334961
2,5.0,0.013462305068969727
2,0.5,0.012368202209472656
2,5.0,0.014012336730957031
2,0.5,0.01101064682006836
2,0.5,0.010580301284790039
2,0.5,0.008887767791748047
2,0.5,0.019848108291625977
2,0.5,0.01596689224243164
2,0.5,0.01407623291015625
2,0.5,0.012830972671508789
2,5.0,0.012281179428100586
2,0.5,0.015163898468017578
2,0.5,0.009322404861450195
2,5.0,0.012334823608398438
2,0.5,0.009710073471069336
2,5.0,0.00916290283203125
2,0.5,0.009024858474731445
2,0.5,0.006749153137207031
2,0.5,0.00690460205078125
2,5.0,0.020924806594848633
2,0.5,0.00985860824584961
2,5.0,0.014155387878417969
2,1.0,0.011352777481079102
2,0.5,0.018486738204956055
2,0.5,0.00989985466003418
2,1.0,0.021193265914916992
2,0.5,0.019933462142944336
2,0.5,0.009962081909179688
2,1.0,0.008564949035644531
2,1.0,0.10739350318908691
2,1.0,0.010965108871459961
2,1.0,0.010204076766967773
2,1.0,0.012567996978759766
2,1.0,0.008675098419189453
2,1.0,0.01795482635498047
2,5.0,0.013850927352905273
2,0.5,0.022405385971069336
2,5.0,0.01907515525817871
2,5.0,0.016266345977783203
2,0.5,0.007664203643798828
2,0.5,0.013512849807739258
2,5.0,0.011826038360595703
2,5.0,0.014527559280395508
2,5.0,0.014133214950561523
2,0.5,0.013322591781616211
2,0.5,0.014649629592895508
2,5.0,0.02235126495361328
2,0.5,0.02205514907836914
2,5.0,0.011506319046020508
2,0.5,0.013247489929199219
2,1.0,0.01321101188659668
2,5.0,0.01811504364013672
2,5.0,0.012456178665161133
2,0.5,0.010348320007324219
2,5.0,0.016060590744018555
2,1.0,0.01236724853515625
2,0.5,0.016227245330810547
2,5.0,0.012139081954956055
2,5.0,0.009389877319335938
2,1.0,0.010184526443481445
